concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,FSN
4189147,Dilated cardiomyopathy due to taurine deficiency,Condition,SNOMED,Disorder,S,413995009,20050131,20991231,,Dilated cardiomyopathy due to taurine deficiency (disorder)
1243302,Structure of external granular layer of temporal lobe,Spec Anatomic Site,SNOMED,Body Structure,S,1295312004,20231201,20991231,,Structure of external granular layer of temporal lobe (body structure)
37393265,Urine tricyclic drug screen,Measurement,SNOMED,Observable Entity,,1014801000000101,20160401,20991231,,
4170885,Cervical spinal fusion for pseudoarthrosis,Procedure,SNOMED,Procedure,S,4957007,20020131,20991231,,Cervical spinal fusion for pseudoarthrosis (procedure)
37392627,Bence Jones protein excretion level,Measurement,SNOMED,Observable Entity,,1006511000000108,20160401,20991231,,
45773349,Sweat specimen container,Device,SNOMED,Physical Object,S,702232008,20140731,20991231,,Sweat specimen container (physical object)
37160284,Presence of primary malignant neoplasm of ampulla of Vater at distal surgical margin in pancreaticoduodenectomy specimen,Measurement,SNOMED,Observable Entity,S,1156577004,20211031,20991231,,Presence of primary malignant neoplasm of ampulla of Vater at distal surgical margin in pancreaticoduodenectomy specimen (observable entity)
4290517,Sebastes serranoides,Observation,SNOMED,Organism,S,70259005,20020131,20991231,,Sebastes serranoides (organism)
37394248,Paraprotein typing by immunofixation,Measurement,SNOMED,Observable Entity,,1029111000000103,20160401,20991231,,
37398620,Benzodiazepine profile,Measurement,SNOMED,Observable Entity,,1017041000000101,20160401,20991231,,
45773059,Divergence of root of tooth,Condition,SNOMED,Clinical Finding,S,708517006,20150131,20991231,,Divergence of root of tooth (finding)
1247095,Effusion of joint of right wrist region,Condition,SNOMED,Disorder,,761591000124103,20240301,20991231,,
37173134,Amylase arbitrary concentration in plasma,Measurement,SNOMED,Observable Entity,S,57351000237107,20230607,20991231,,
37115188,Entire pericranium,Spec Anatomic Site,SNOMED,Body Structure,S,731443002,20170731,20991231,,Entire pericranium (body structure)
46286825,"HoNOS (Health of the Nation Outcome Scales) for working age adults rating scale 1 - overactive, aggressive, disruptive or agitated behaviour",Measurement,SNOMED,Staging / Scales,S,979521000000109,20151001,20991231,,
4294749,Tablet for rectal solution,Drug,SNOMED,Dose Form,,385192004,20030131,20991231,,Tablet for conventional release rectal solution (dose form); Tablet for rectal solution (qualifier value); Tablet for rectal solution (product)
4046824,Bismuth,Observation,SNOMED,Substance,,23172004,20020131,20991231,,Bismuth (substance)
37174362,Percentage of readings below level 2 hypoglycaemic threshold to total self-monitored capillary blood glucose readings using blood glucose meter,Measurement,SNOMED,Observable Entity,S,1464871000000103,20221123,20991231,,
37395536,Meningitis B vaccination invitation first letter,Observation,SNOMED,Procedure,S,1048861000000103,20160401,20991231,,
4144493,Referral for gastroscopy,Observation,SNOMED,Procedure,S,306730008,20020131,20991231,,Referral for gastroscopy (procedure)
4046680,Shoulder stretching,Procedure,SNOMED,Procedure,S,229473007,20020131,20991231,,Shoulder stretching (procedure)
1245176,Loose body of joint of toe,Condition,SNOMED,Disorder,S,1296938000,20240201,20991231,,Loose body of joint of toe (disorder)
4153984,Structure of left external iliac artery,Spec Anatomic Site,SNOMED,Body Structure,S,283892001,20020131,20991231,,Structure of left external iliac artery (body structure)
1245526,Enophthalmos of bilateral eyes due to silent sinus syndrome,Condition,SNOMED,Disorder,S,15681641000119102,20240201,20991231,,Enophthalmos of bilateral eyes due to silent sinus syndrome (disorder)
4332448,Local anesthetic ulnar nerve block at wrist,Procedure,SNOMED,Procedure,S,231139003,20020131,20991231,,Local anesthetic ulnar nerve block at wrist (procedure)
4144906,Curvature of spine due to osteomalacia,Condition,SNOMED,Disorder,S,427525007,20070731,20991231,,Curvature of spine due to osteomalacia (disorder)
4172646,Urinary incontinence of non-organic origin,Condition,SNOMED,Clinical Finding,S,42112009,20020131,20991231,,Urinary incontinence of non-organic origin (finding)
4196751,Specimen from seminal vesicle obtained by biopsy,Specimen,SNOMED,Specimen,S,433854001,20080731,20991231,,Specimen from seminal vesicle obtained by biopsy (specimen)
4016343,Administration of first dose of poliomyelitis and tetanus vaccine,Procedure,SNOMED,Procedure,,170418000,20020131,20991231,,Administration of first dose of vaccine product containing only Clostridium tetani and Human poliovirus antigens (procedure); First tetanus and polio vaccination (procedure)
4193696,Plasma cortisol measurement,Measurement,SNOMED,Procedure,S,313401003,20020131,20991231,,Plasma cortisol measurement (procedure)
37155579,Nocardioides deserti,Observation,SNOMED,Organism,S,25561000181109,20221231,20991231,,Nocardioides deserti (organism)
4110988,Entire frontal lobe,Spec Anatomic Site,SNOMED,Body Structure,S,180920004,20020131,20991231,,Entire frontal lobe (body structure)
4189931,Achromobacter xylosoxidans,Observation,SNOMED,Organism,S,413424009,20050131,20991231,,Achromobacter xylosoxidans (organism)
42538183,Intravesical dose form,Drug,SNOMED,Dose Form,,740575007,20180131,20991231,,Intravesical dose form (dose form)
4116563,Ability to perform functions for speech,Observation,SNOMED,Observable Entity,S,285567008,20020131,20991231,,Ability to perform functions for speech (observable entity)
759889,Arthritis of left hip,Condition,SNOMED,Disorder,S,1074831000119105,20150901,20991231,,
45770032,Glasgow Antipsychotic Side-effect Scale,Measurement,SNOMED,Staging / Scales,S,921631000000109,20141001,20991231,,
4222328,"Apexification/recalcification, final visit",Procedure,SNOMED,Procedure,S,83994003,20020131,20991231,,"Apexification/recalcification, final visit (procedure)"
4310815,Structure of inferior articular process of twelfth thoracic vertebra,Spec Anatomic Site,SNOMED,Body Structure,S,8523001,20020131,20991231,,Structure of inferior articular process of twelfth thoracic vertebra (body structure)
4036143,Mink farm assistant,Observation,SNOMED,Social Context,S,159832001,20020131,20991231,,Mink farm assistant (occupation)
4263305,Ruby-crowned kinglet,Observation,SNOMED,Organism,S,46712001,20020131,20991231,,Ruby-crowned kinglet (organism)
44806469,Factor VIII intron 22 inversion molecular screen,Measurement,SNOMED,Procedure,S,801621000000105,20111003,20991231,,
37169179,Popping of right knee joint,Condition,SNOMED,Clinical Finding,S,15650371000119102,20220430,20991231,,Popping of right knee joint (finding)
36683030,Testosterone only product in oral dose form,Drug,SNOMED,Clinical Drug Form,,780600009,20190131,20991231,,Product containing only testosterone in oral dose form (medicinal product form)
4301742,Cord sign,Condition,SNOMED,Clinical Finding,S,78359009,20020131,20991231,,Cord sign (finding)
4185331,Deep sclerectomy with collagen implant,Procedure,SNOMED,Procedure,S,413955007,20050131,20991231,,Deep sclerectomy with collagen implant (procedure)
4108625,Examination of fifth toe,Procedure,SNOMED,Procedure,S,284392001,20020131,20991231,,Examination of fifth toe (procedure)
4309851,"Malignant tumor of spinal cord, extramedullary",Condition,SNOMED,Disorder,S,424549003,20070131,20991231,,"Malignant tumor of spinal cord, extramedullary (disorder)"
46272365,Multinodular oncocytic hyperplasia,Observation,SNOMED,Morph Abnormality,S,710713001,20150731,20991231,,Multinodular oncocytic hyperplasia (morphologic abnormality)
37175110,PCO2 (partial pressure of carbon dioxide) in arterial blood,Measurement,SNOMED,Observable Entity,,32271000237105,20230607,20991231,,
45769124,Thirty minutes after resting,Observation,SNOMED,Qualifier Value,S,707707000,20150131,20991231,,Thirty minutes after resting (qualifier value)
36714913,Marburg virus IgG,Observation,SNOMED,Substance,S,720331002,20170131,20991231,,Immunoglobulin G antibody to Marburg virus (substance)
4025794,Human papillomavirus antigen,Observation,SNOMED,Substance,,120996005,20020131,20991231,,Antigen of Human papillomavirus (substance); Human papillomavirus antigen (substance)
4291171,Sphincterotomy of sphincter of Oddi by ERCP (endoscopic retrograde cholangiopancreatography),Procedure,SNOMED,Procedure,S,37403009,20020131,20991231,,Sphincterotomy of sphincter of Oddi by endoscopic retrograde cholangiopancreatography (procedure); Sphincterotomy of sphincter of Oddi by ERCP (procedure)
4201397,Requirement for domiciliary service,Observation,SNOMED,Observable Entity,S,302150003,20020131,20991231,,Requirement for domiciliary service (observable entity)
4027212,Vegebanger,Observation,SNOMED,Substance,S,227954008,20020131,20991231,,Vegebanger (substance)
4006487,Trifolium pratense poisoning,Condition,SNOMED,Disorder,S,111793002,20020131,20991231,,Trifolium pratense poisoning (disorder)
4034869,Left ventricular recording,Procedure,SNOMED,Procedure,S,15291005,20020131,20991231,,Left ventricular recording (regime/therapy); Left ventricular recording (procedure)
4159104,Entire fifth levator costae brevis,Spec Anatomic Site,SNOMED,Body Structure,S,361675008,20020131,20991231,,Entire fifth levator costae brevis (body structure); Fifth levator costae brevis (body structure); Fifth levator costarum breves (body structure)
4190995,Brome grass specific IgE antibody measurement,Measurement,SNOMED,Procedure,S,392271004,20030131,20991231,,Bromus inermis specific immunoglobulin E antibody measurement (procedure); Bromus inermis specific IgE antibody measurement (procedure)
44783986,Streptococcus pneumoniae Danish serotype 23A,Observation,SNOMED,Organism,S,698098007,20140131,20991231,,Streptococcus pneumoniae Danish serotype 23A (organism); Streptococcus pneumoniae serotype 23A (organism)
4015570,Child 8 week examination not wanted,Observation,SNOMED,Context-dependent,S,170302007,20020131,20991231,,Child 8 week examination not wanted (situation); Child 8 week examination not wanted (context-dependent category); Child 8 week examination not wanted (finding)
37166470,Chorea due to and following injury of head,Condition,SNOMED,Disorder,S,1259617000,20230131,20991231,,Chorea due to and following injury of head (disorder)
4331438,Kidner operation with tendon transfer,Procedure,SNOMED,Procedure,S,22715009,20020131,20991231,,Kidner operation with tendon transfer (procedure)
46270308,Papanicolaou smear specimen,Specimen,SNOMED,Specimen,S,16224251000119106,20150731,20991231,,Papanicolaou smear specimen (specimen); Papanicolaou smear sample (specimen)
42872906,Pituicytoma,Observation,SNOMED,Morph Abnormality,S,450901008,20120731,20991231,,Pituicytoma (morphologic abnormality)
4166844,Intraventricular conduction defect,Condition,SNOMED,Disorder,S,4554005,20020131,20991231,,Intraventricular conduction defect (disorder)
37166744,Local exogenous pigmentation of mucosa of hard palate,Condition,SNOMED,Disorder,S,1260041009,20221231,20991231,,Local exogenous pigmentation of mucosa of hard palate (disorder)
37207212,Plain X-ray of bilateral wrists,Procedure,SNOMED,Procedure,S,4141000087109,20190731,20991231,,Plain X-ray of bilateral wrists (procedure)
4104958,Gouty tophus of tendon,Condition,SNOMED,Disorder,S,281363001,20020131,20991231,,Tophus of tendon co-occurrent and due to gout (disorder); Gouty tophus of tendon (disorder)
4197444,Extravascular hemolysis,Condition,SNOMED,Clinical Finding,S,51467008,20020131,20991231,,Extravascular hemolysis (finding)
4195677,Rheumatic tricuspid valve regurgitation,Condition,SNOMED,Disorder,S,67696008,20020131,20991231,,Rheumatic tricuspid valve regurgitation (disorder)
35615038,Atropine- and difenoxin-containing product,Drug,SNOMED,Pharma/Biol Product,,768013009,20180731,20991231,,Product containing atropine and difenoxin (medicinal product)
4282939,Eumesogrammus praecisus,Observation,SNOMED,Organism,S,66776004,20020131,20991231,,Eumesogrammus praecisus (organism)
45765687,"Cage bird feather mix (budgerigar, canary, parakeet, finch) specific immunoglobulin E antibody measurement",Measurement,SNOMED,Procedure,S,702689001,20140731,20991231,,"Cage bird feather mix (budgerigar, canary, parakeet, finch) specific immunoglobulin E antibody measurement (procedure)"
37165412,Brachytherapy ring,Device,SNOMED,Physical Object,S,1254778005,20221031,20991231,,Brachytherapy ring (physical object)
45768655,Gingival disease caused by virus,Condition,SNOMED,Disorder,S,707129008,20150131,20991231,,Gingival disease caused by virus (disorder); Gingival disease due to virus (disorder)
4041545,Pharyngobasilar fascia,Spec Anatomic Site,SNOMED,Body Structure,S,16675008,20020131,20991231,,Structure of pharyngobasilar fascia (body structure); Pharyngobasilar fascia (body structure)
4028412,Phylum Mollusca,Observation,SNOMED,Organism,S,106877009,20020131,20991231,,Phylum Mollusca (organism); Kingdom animalia - phylum mollusca (organism)
4132899,Entire first coccygeal vertebra,Spec Anatomic Site,SNOMED,Body Structure,S,278911003,20020131,20991231,,Entire first coccygeal vertebra (body structure)
4011922,Cyanmethemoglobin,Drug,SNOMED,Substance,,103234009,20020131,20991231,,Cyanmethemoglobin (substance)
44799922,Treatment administered in accordance with Section 58(3)(a) of the Mental Health Act 1983 (England and Wales),Observation,SNOMED,Procedure,S,454121000000102,20090401,20991231,,
4240712,Sanguinaria,Observation,SNOMED,Organism,S,57945005,20020131,20991231,,Sanguinaria (organism)
4046278,Exudate specimen from wound,Specimen,SNOMED,Specimen,S,122568004,20020131,20991231,,Exudate specimen from wound (specimen)
36677437,Betamethasone only product,Drug,SNOMED,Pharma/Biol Product,,774839004,20190131,20991231,,Product containing only betamethasone (medicinal product)
4079898,Vanadium deficiency,Condition,SNOMED,Disorder,S,238123002,20020131,20991231,,Vanadium deficiency (disorder)
37153745,Structure of lymphatic vessel of ankle region,Spec Anatomic Site,SNOMED,Body Structure,S,1237007008,20220831,20991231,,Structure of lymphatic vessel of ankle region (body structure)
4118156,mL/dL,Unit,SNOMED,Qualifier Value,,258862002,20020131,20991231,,Milliliter/deciliter (qualifier value); mL/dL (qualifier value)
4125348,Excision of papilloma,Procedure,SNOMED,Procedure,S,303648002,20020131,20991231,,Excision of papilloma (procedure)
4053720,Accidental injury,Condition,SNOMED,Disorder,S,242056005,20020131,20991231,,Accidental injury (finding); Accidental injury (disorder)
44783510,Structure of anterior region of lower leg,Spec Anatomic Site,SNOMED,Body Structure,S,699614004,20140131,20991231,,Structure of anterior region of lower leg (body structure); Structure of anterior part of lower leg (body structure)
4140440,Atrial switch and arterial switch,Procedure,SNOMED,Procedure,S,426902005,20070731,20991231,,Combined atrial switch and arterial switch operation (procedure)
1242464,Structure of anterior ramus of fourth lumbar spinal nerve,Spec Anatomic Site,SNOMED,Body Structure,S,1287243007,20231001,20991231,,Structure of anterior ramus of fourth lumbar spinal nerve (body structure)
35625242,Raloxifene-containing product in oral dose form,Drug,SNOMED,Clinical Drug Form,,768234006,20180731,20991231,,Product containing raloxifene in oral dose form (medicinal product form); Product containing raloxifene in oral dosage form (medicinal product form)
45760605,Therapeutic contact lens,Device,SNOMED,Physical Object,S,466389009,20140731,20991231,,Therapeutic contact lens (physical object)
1242242,Piperacillin (as piperacillin sodium) 2 g and tazobactam (as tazobactam sodium) 250 mg powder for solution for infusion vial,Drug,SNOMED,Clinical Drug,,1074911000202101,20230901,20991231,,Product containing precisely piperacillin (as piperacillin sodium) 2 gram and tazobactam (as tazobactam sodium) 250 milligram/1 vial powder for conventional release solution for infusion (clinical drug)
4035772,Insertion of additional external fixator pin,Procedure,SNOMED,Procedure,S,239614008,20020131,20991231,,Insertion of additional external fixator pin (procedure)
4127893,Isthmo-isthmic anastomosis,Procedure,SNOMED,Procedure,S,236917002,20020131,20991231,,Isthmo-isthmic anastomosis (procedure)
4049964,Acute bacterial bronchitis,Condition,SNOMED,Disorder,S,233598009,20020131,20991231,,Acute bacterial bronchitis (disorder)
37116805,No arterial ulcer,Observation,SNOMED,Context-dependent,S,733740006,20170731,20991231,,Ischemic ulcer absent (situation)
37206441,Carboxymethylcellulose only product in oral dose form,Drug,SNOMED,Clinical Drug Form,,786143006,20190731,20991231,,Product containing only carmellose in oral dose form (medicinal product form)
44783655,Leptotrombidium deliense,Observation,SNOMED,Organism,S,699745005,20140131,20991231,,Leptotrombidium deliense (organism)
4185856,White wax,Drug,SNOMED,Substance,,55882001,20020131,20991231,,White wax (substance)
45770430,Scarf sign,Condition,SNOMED,Clinical Finding,S,928551000000106,20141001,20991231,,
4125210,Temporomandibular joint prosthesis,Device,SNOMED,Physical Object,S,303567007,20020131,20991231,,Temporomandibular joint prosthesis (physical object)
1244009,Live attenuated Zaire ebolavirus antigen only vaccine product,Drug,SNOMED,Pharma/Biol Product,,45891000087103,20230901,20991231,,Vaccine product containing only live attenuated Zaire ebolavirus antigen (medicinal product)
4180787,Malignant tumor of hard palate,Condition,SNOMED,Disorder,S,363387004,20020131,20991231,,Malignant tumor of hard palate (disorder)
44803835,Chronic obstructive pulmonary disease monitoring telephone invitation,Observation,SNOMED,Procedure,S,716901000000101,20101001,20991231,,
4237119,Entire substantia propria of cornea,Spec Anatomic Site,SNOMED,Body Structure,S,362511000,20020131,20991231,,Entire substantia propria of cornea (body structure)
37164304,Complete septate uterus,Condition,SNOMED,Disorder,S,1230025003,20220531,20991231,,Complete septate uterus (disorder)
4055516,Accident caused by hand woodworking tool,Observation,SNOMED,Event,S,242759008,20020131,20991231,,Accident caused by hand woodworking tool (event); Accident caused by hand woodworking tool (finding)
4101190,Middle ear prosthesis absent,Condition,SNOMED,Clinical Finding,S,300193008,20020131,20991231,,Middle ear prosthesis absent (finding)
4058161,Angiocardiography awaited,Observation,SNOMED,Context-dependent,S,168933001,20020131,20991231,,Angiocardiography awaited (situation); Angiocardiography awaited (context-dependent category)
37114589,Entire anterior wall of pre-pylorus,Spec Anatomic Site,SNOMED,Body Structure,S,730644006,20170731,20991231,,Entire anterior wall of pre-pylorus (body structure)
37157050,Talazoparib (as talazoparib tosylate) 1 mg oral capsule,Drug,SNOMED,Clinical Drug,,1193869005,20220228,20991231,,Product containing precisely talazoparib (as talazoparib tosylate) 1 milligram/1 each conventional release oral capsule (clinical drug)
45770360,Provision of written information about blood glucose monitoring,Observation,SNOMED,Procedure,S,926951000000103,20141001,20991231,,
37311401,Pleurotus nebrodensis,Observation,SNOMED,Organism,S,815983002,20200131,20991231,,Pleurotus nebrodensis (organism)
443571,Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma,Condition,SNOMED,Clinical Finding,S,416033009,20050731,20991231,,Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma (finding)
36678092,Deutetrabenazine only product,Drug,SNOMED,Pharma/Biol Product,,775498008,20190131,20991231,,Product containing only deutetrabenazine (medicinal product)
40487619,Callaeas cinereus,Observation,SNOMED,Organism,S,449507002,20110731,20991231,,Callaeas cinereus (organism)
35607977,"Leukoencephalopathy, ataxia, hypodontia, hypomyelination syndrome",Condition,SNOMED,Disorder,S,764095005,20180731,20991231,,"Leukoencephalopathy, ataxia, hypodontia, hypomyelination syndrome (disorder)"
4253779,Joint structure of first cervical vertebra,Spec Anatomic Site,SNOMED,Body Structure,S,410731008,20040731,20991231,,Joint structure of first cervical vertebra (body structure)
37016705,Fenchone,Observation,SNOMED,Substance,S,712807008,20160131,20991231,,Fenchone (substance)
4285432,Tragacanth,Observation,SNOMED,Substance,,68524009,20020131,20991231,,Tragacanth (substance)
44805894,Japanese encephalitis virus IgG antibody measurement,Measurement,SNOMED,Procedure,S,819371000000102,20120401,20991231,,
4012683,Unequal reflexes,Observation,SNOMED,Clinical Finding,S,102982003,20020131,20991231,,Unequal reflexes (finding)
44789159,Hyaluronic acid level,Measurement,SNOMED,Procedure,S,202441000000103,20060401,20991231,,
